departure,arrival,duration
"Uster, Strick","Uster, Oberlandstrasse",7
"Uster, Talweg","Uster, Hegetsberg",5
"Wallisellen, Friedhof","Wallisellen, Alterszentrum",8
"Wallisellen, Glatt (Tram)",Glatt (Bus),4
"Wallisellen, Guggenbühlstrasse","Wallisellen, Säntisstrasse",6
"Wettswil a.A., Langächer","Wettswil a.A., Strumbergächer",6
"Winterthur Wülflingen, Bahnhof",Winterthur Wülflingen,1
"Winterthur, Freibad Wülflingen","Winterthur, Hardau",7
"Winterthur, Nägelsee","Winterthur, Rebwiesen",10
"Winterthur, Schlossberg","Winterthur, Fachschule",5
"Wohlen AG, Luegisland","Wohlen AG, Sustenweg",10
"Wädenswil, Neudorf","Wädenswil, Tobelrain",10
Zürich Bellevue (See),"Zürich, Kantonalbank",10
Zürich Schweighof,"Zürich, Friesenbergstrasse",7
"Zürich, Bahnhofplatz/HB","Zürich, Sihlquai/HB",7
"Zürich, Birchstrasse","Zürich, Oberwiesenstrasse",8
"Zürich, Hertensteinstrasse","Zürich, Seebacherplatz",10
"Zürich, Im Wingert","Zürich, Alte Trotte",9
"Zürich, Rotbuchstrasse","Zürich, Nordstrasse",7
"Zürich, Scheuchzerstrasse","Zürich, Kronenstrasse",8
"Zürich, Seilbahn Rigiblick","Zürich, Scheuchzerstrasse",8
"Zürich, Waidhof","Zürich, Schwandenholz",4
"Adliswil, Ahornweg","Kilchberg ZH, Altersheim",10
"Adliswil, Rifertstrasse","Adliswil, Krone",10
"Affoltern a.A., Lindenmoos","Affoltern a.A., Moosbach",8
"Baar, Lättich","Baar, Lättichstrasse",5
"Bassersdorf, Chlupfgasse","Bassersdorf, Dietlikonerstr.",10
"Bassersdorf, Chlupfgasse","Bassersdorf, Gemeindehaus",8
"Dietikon, Stelzenacker","Dietikon, Hätschen",6
"Dietlikon, Rebackerweg","Dietlikon, Klimmweg",6
"Dübendorf, Grüzenstrasse","Dübendorf, Alterszentrum",9
"Erlenbach ZH, Sandfelsenstr.","Erlenbach ZH, Allmend",9
"Herrliberg, Grundhofstrasse","Herrliberg, Oberdorfweg",3
"Horgen, Altes Gemeindehaus",Horgen,3
Horgen,"Horgen, Dorfgasse",5
"Kloten, Stadthaus","Kloten, Kirchgasse",7
"Küsnacht ZH, Goldbacherstrasse","Küsnacht ZH, Boglerenstrasse",8
"Langnau am Albis, Langmoos","Langnau am Albis, Hehlstrasse",5
"Mettmenstetten, Bahnhof",Mettmenstetten,2
"Mettmenstetten, Rossauerstr.","Mettmenstetten, Rennweg",10
Mettmenstetten,"Mettmenstetten, Bahnhof",2
"Männedorf, Glärnischstrasse","Männedorf, Allenberg",9
"Männedorf, Zentrum Leue","Männedorf, Spital",5
Opfikon,"Glattbrugg, Frohbühlstrasse",8
"Spreitenbach, Rotzenbühl","Spreitenbach, Breiti",10
"Thalwil, Rainstrasse","Thalwil, Oeggisbüelplatz",5
"Urdorf, Niederurdorf","Urdorf, Herweg",8
"Wettingen, Rebstock",Zentrumsplatz,5
Winterthur Töss,"Winterthur, Zentrum Töss",6
"Winterthur, Brüttenerfussweg","Winterthur, Dättnau",6
"Winterthur, Technikum","Winterthur, Archstrasse/HB",9
Zürich HB SZU,"Zürich, Bus Station",9
"Zürich, Aspholz","Zürich, Holzerhurd",8
"Zürich, Bürkliplatz","Zürich, Bellevue",7
"Zürich, Haldenbach","Zürich, Haldenegg",6
"Zürich, Heubeeriweg","Zürich, Susenbergstrasse",9
"Zürich, Kronenstrasse","Zürich, Beckenhof",9
"Zürich, Manegg",Zürich Manegg,3
"Zürich, Neeserweg","Zürich, Feusisbergli",8
"Zürich, Neumarkt",Zürich Central (Polybahn),10
"Zürich, Schulhaus Altweg","Zürich, Triemli",10
"Zürich, Stockerstrasse",Zürich Bürkliplatz (See),10
"Breite b. Nürensdorf, Sternen","Breite b. N'dorf,Grünenwaldstr",4
"Buchs ZH, Post","Buchs ZH, Petermoos",9
"Bülach, Stadthalle","Bülach, Pfarrgässli",7
"Dietlikon, Dornenstrasse","Dietlikon, Dübendorferstrasse",10
"Dietlikon, Riedenerstrasse","Dietlikon, Lettenstrasse",6
"Embrach, Gemeindehaus","Embrach, Post",7
"Fislisbach, Gemeindehaus","Fislisbach, Alterszentrum",9
"Herrliberg, Rain","Herrliberg, Holzwies",3
"Hochfelden, Martinsmühle","Hochfelden, Grabenstrasse",7
"Horgen, Ebnetstrasse","Horgen, Gehren",8
"Horgen, untere Mühle","Horgen, Wannenthal",9
"Kilchberg ZH, Altersheim","Kilchberg ZH, Gottlieb-Binder",8
"Kindhausen ZH, Geeren","Kindhausen ZH, Bodenacher",9
Kloten Balsberg,"Kloten Balsberg, Bahnhof",4
Küsnacht ZH (See),"Küsnacht ZH, Bahnhof",3
"Küsnacht ZH, Oberfeld","Küsnacht ZH, Hesligenstrasse",9
"Langnau-Gattikon, Bahnhof","Langnau am Albis, Dorf",7
"Meilen, Beugen","Meilen, Allmend",10
"Oetwil an der Limmat, Post","Oetwil an der Limmat, Oberdorf",6
"Pfäffikon ZH, Bussenhausen","Pfäffikon ZH, Hörnlistrasse",8
Rathaus,"Wettingen, Bahnhofstrasse",6
"Regensdorf, Dreispitz","Regensdorf, Feldblumenstrasse",6
"Regensdorf, Gemeindehaus","Regensdorf, Althard",9
"Russikon, Dorf","Russikon, Kirche",7
"Rümlang, Hofwisenunterführung",Rümlang,8
"Schlieren, Geissweid","Schlieren, Nassacker",8
"Wettingen, Ligusterweg","Wettingen, Rathaus",9
"Wohlen AG, Junkholzweg","Wohlen AG, Schulen Junkholz",5
"Wohlen AG, obere Haldenstrasse","Wohlen AG, Sonnhalde",5
"Wädenswil, Gulmenmatt","Wädenswil, Büelen",4
"Zollikerberg, Hasenbart","Zollikerberg, Trichtenhauserm.",7
Zürich Binz,"Zürich, Laubegg",10
Zürich Manegg,"Zürich, Manegg",3
"Zürich Wollishofen, Bhf/Werft","Zürich, Post Wollishofen",8
"Zürich, Bucheggplatz","Zürich, Lägernstrasse",6
"Zürich, Haldenbach","Zürich, Hinterbergstrasse",10
"Zürich, Hölderlinsteig","Zürich, Klusplatz",7
"Zürich, Jugendherberge",Zürich Brunau,9
"Zürich, Kienastenwies","Zürich, Zweiackerstrasse",7
"Zürich, Langmauerstrasse","Zürich, Schanzackerstrasse",6
"Zürich, Rosengartenstrasse","Zürich, Escher-Wyss-Platz",10
"Zürich, Sportweg","Zürich, Aargauerstrasse",6
"Zürich, Waidbadstrasse","Zürich, Am Börtli",10
"Dielsdorf, Dorfzentrum","Dielsdorf, Wehntalerstrasse",4
"Dietikon, Gyrhalden","Dietikon, Hätschen",5
"Dietlikon, Aegert","Dietlikon, Industriestrasse",5
"Erlenbach ZH, Erlenhöhe","Erlenbach ZH, Allmend",5
"Erlenbach ZH, Im Loo","Erlenbach ZH, Bahnhof",5
"Glattbrugg, Riethofstrasse","Opfikon, Bubenholz",6
"Herrliberg, Grüt","Herrliberg, Vogtei",6
"Kilchberg ZH, Bahnhof","Kilchberg ZH, Schlimbergstr.",8
"Kilchberg ZH, Breitloo","Kilchberg ZH, Mythenstrasse",2
"Kilchberg ZH, Spital","Kilchberg ZH, Altersheim",10
Killwangen-Spreitenbach,"Würenlos, Limmatbrücke",6
"Kloten, Säntisstrasse","Kloten, Wohnheim",6
"Küsnacht ZH, Reform. Kirche","Küsnacht ZH, Bahnhof",8
"Langnau am Albis, Hehlstrasse","Langnau a.A.,Schwerzi-Wildpark",10
"Meilen, Hallenbad","Meilen, Allmend",6
"Neuenhof, Webermühle","Wettingen, Bahnhof",8
"Oberhasli, Moosacker","Oberhasli, Spielplatz",4
"Rümlang, Heuelstrasse","Rümlang, Oberdorf",3
"Stäfa, Binz","Stäfa, Lattenberg",7
"Urdorf, Rainweg","Urdorf, Schlierenstrasse",6
"Uster, Sonnenberg","Uster, Wildsbergstrasse",6
Wallisellen,"Wallisellen, Zentrum",4
"Winterthur, Lindenplatz","Winterthur, Ausserdorf",10
"Winterthur, Museumstrasse/HB",Museumstrasse/HB,0
"Wohlen AG, Rigistrasse","Wohlen AG, Altersheim Bifang",5
Zürich Brunau,"Zürich, Jugendherberge",9
Zürich Wollishofen (See),"Zürich, Post Wollishofen",6
"Zürich, Berghaldenstrasse","Zürich, Waserstrasse",9
"Zürich, Birch-/Glatttalstrasse","Zürich, Leimgrübelstrasse",5
"Zürich, Flurstrasse","Zürich, Kappeli",10
"Zürich, Grimselstrasse","Zürich, Solidapark",3
"Zürich, Haldenbach","Zürich, Winkelriedstrasse",7
"Zürich, Kantonsschule Enge","Zürich, Tunnelstrasse",9
"Zürich, Kunsthaus","Zürich, Bellevue",10
"Zürich, Langmauerstrasse","Zürich, Strickhof",5
"Zürich, Lehenstrasse","Zürich, Waidfussweg",4
"Zürich, Leimgrübelstrasse","Zürich, Köschenrüti",10
"Zürich, Micafil","Zürich, Feusisbergli",6
"Zürich, Nordstrasse","Zürich, Schaffhauserplatz",9
"Zürich, Sonneggstrasse","Zürich, Seilbahn Rigiblick",10
"Zürich, Stampfenbachplatz","Zürich, Sihlquai/HB",8
"Zürich, Winzerstrasse Süd","Zürich, Wartau",9
"Adliswil, Rütistrasse/Wacht","Adliswil, Tobelhof",8
"Bremgarten AG, Obertorplatz","Bremgarten AG, Zelgli",10
"Bülach, Kreuzstrasse","Bülach, Stadthalle",10
"Dietlikon, Lindenstrasse","Dietlikon, Rebackerweg",6
"Dietlikon, Pünten","Dietlikon, Hofwiesen",6
"Dübendorf, Ringstrasse","Dübendorf, Ringwiesen",8
"Fällanden, Schützenhaus","Fällanden, Eggler",8
"Herrliberg, Rebberg","Herrliberg, Tennisplätze",5
"Herrliberg, Tennisplätze","Herrliberg, Bergstrasse",9
"Herrliberg, Vogtei","Herrliberg, Busenhardstrasse",4
"Horgen, Wannenthal",Horgen Autoquai,7
Kilchberg ZH,"Kilchberg ZH, Gottlieb-Binder",9
"Niederglatt ZH,altes Schulhaus","Niederglatt ZH, Sonnenbergstr.",10
"Obfelden, Toussen","Obfelden, Bachstrasse",10
"Rümlang, Zürichweg","Rümlang, Hörnlistrasse",9
"Thalwil, Aubrigstrasse","Thalwil, Oeggisbüelplatz",8
"Uitikon, Roracher","Uitikon, Gläseren",6
"Uster, Jugendhaus","Uster, Bahnhof",8
Waldburg,"Zollikon, Rebwiesstrasse",6
"Waltenschwil, Maiächer","Waltenschwil, Zentrum",10
Waltikon,"Zumikon, Waltikon",3
"Wetzikon ZH, Medikon/Kulti","Wetzikon ZH, Haldenstrasse",7
Winterthur Wülflingen,"Winterthur, Niederfeld",8
"Wädenswil, Tiefenhofstrasse","Wädenswil, Büelen",10
Zürich Wipkingen,"Zürich, Lägernstrasse",8
"Zürich, Althoos","Zürich, Maienweg",8
"Zürich, Althoos","Zürich, Neuaffoltern",3
"Zürich, Am Suteracher","Zürich, Dunkelhölzli",5
"Zürich, Aubrücke","Zürich, Dreispitz",8
"Zürich, Friesenberg","Zürich, Friesenbergstrasse",7
"Zürich, Hügelstrasse","Zürich, Sihlcity",8
"Zürich, Manesseplatz",Zürich Binz,8
"Zürich, Mittelleimbach","Zürich, Sihlweidstrasse",8
"Zürich, Schürgistrasse","Zürich, Luegisland",7
"Zürich, Titlisstrasse","Zürich, Klosbach",3
"Zürich, Waldhaus Dolder","Zürich, Titlisstrasse",8
"Zürich, Winzerhalde","Zürich, Kappenbühlweg",9
"Zürich,Kalkbreite/Bhf.Wiedikon","Zürich, Bäckeranlage",10
"Adliswil, Baumgartenweg","Adliswil, Wanneten-/Haldenstr.",10
"Adliswil, Rifertstrasse","Adliswil, Schulhaus Kopfholz",5
"Bassersdorf, Löwen","Bassersdorf, Chlupfgasse",6
"Brüttisellen, Gsellhof","Brüttisellen, Zentrum",6
Dietikon Schöneggstrasse,"Dietikon, Bahnhofstrasse",7
"Dietlikon, Rebackerweg","Dietlikon, Pünten",5
"Dübendorf, Claridenstrasse","Dübendorf, Bauhof",9
"Dübendorf, Memphis","Dübendorf, City Center",7
"Embrach, Illingerweg","Embrach, Alterszentrum",8
"Erlenbach ZH, Im Vogelsang","Erlenbach ZH, Bahnhof",9
"Fehraltorf, Sennerei","Fehraltorf, Bahnhof",9
"Glattpark, Wright-Strasse","Glattpark, Chavez-Allee",5
Kilchberg ZH (See),"Kilchberg ZH,Schulhaus Dorfstr",7
"Küsnacht ZH, Zentrum","Küsnacht ZH, Oberwacht",5
"Langnau am Albis, Dorf","Langnau-Gattikon, Bahnhof",7
"Männedorf, Im Russer","Männedorf, Allmendhof",7
Niederglatt,"Niederglatt ZH, Seeblerstrasse",8
"Regensdorf, Feldblumenstrasse","Regensdorf, Sportanlage Wisa.",6
"Schlieren, Kesslerstrasse","Schlieren, Reitmen",9
Shopping Center,"Spreitenbach, Shopping Center",0
"Steinmaur, Bahnhof","Steinmaur, Gemeindehaus",10
"Thalwil, Pilgerweg","Thalwil, Aegertli",5
"Volketswil, Hölzliwisen","Volketswil, Milandia",8
"Wettingen, Bahnhofstrasse",Bahnhofstrasse,0
"Wetzikon ZH, Haldenstrasse","Wetzikon ZH, Medikon/Kulti",7
"Winterthur, Freizeitanlage","Winterthur, Ziegeleiweg",6
"Winterthur, Obertor","Winterthur, Gewerbeschule",6
"Winterthur, Tellstrasse",Hauptbahnhof,10
"Wädenswil, Büelen","Wädenswil, Gulmenmatt",4
Zürich Central (Polybahn),Zürich Landesmuseum (See),7
Zürich Stadelhofen,"Zürich, Sprecherstrasse",7
"Zürich, Bahnhofquai/HB","Zürich, Haldenegg",7
"Zürich, ETH/Universitätsspital","Zürich, Platte",9
"Zürich, Fröhlichstrasse","Zürich, Wildbachstrasse",6
"Zürich, Kronenstrasse","Zürich, Nordstrasse",5
"Zürich, Letzistrasse","Zürich, Scheuchzerstrasse",7
"Zürich, Post Wollishofen","Zürich Wollishofen, Bhf/Werft",8
"Zürich, Rennweg",Zürich HB SZU,10
"Zürich, Rotbuchstrasse","Zürich, Kronenstrasse",9
"Zürich, Schaffhauserplatz","Zürich, Nordstrasse",9
"Zürich, Seebach","Zürich, Seebacherplatz",5
"Zürich, Sihlquai/HB","Zürich, Bahnhofquai/HB",9
"Zürich, Staudenbühl","Zürich, Himmeri",5
"Zürich, Widmerstrasse","Zürich, Wollishoferplatz",6
"Adliswil, Grundstrasse","Adliswil, Tiefacker",9
"Bremgarten AG, Zufikerstrasse","Bremgarten AG, Obertorplatz",10
Bremgarten Isenlauf,"Bremgarten AG, West",7
"Dübendorf, Ringwiesen","Dübendorf, Breitibach",7
"Dübendorf, Unterdorf","Dübendorf, Memphis",5
Dübendorf,"Dübendorf, Stadthaus",9
"Ennetbaden, Friedhof","Ennetbaden, Aeusserer Berg",6
"Glattbrugg, Giebeleichstrasse","Glattbrugg, Bahnhof",8
"Glattbrugg, Halden","Opfikon, Neuwiesen",8
"Glattpark, Wright-Strasse","Zürich, Oerlikerhus",10
"Horgen, Säntisstrasse","Horgen, Widmerheim",7
"Horgen, Wannerstrasse","Horgen, Bahnhof",8
"Küsnacht ZH, Bahnhof","Küsnacht ZH, Ob. Heslibachstr.",10
"Küsnacht ZH, Ränkestrasse","Küsnacht ZH, Bergstrasse",9
"Neftenbach, Wolfgässli","Neftenbach, alte Post",4
"Niederglatt ZH,altes Schulhaus","Niederglatt ZH, Zentrum",10
"Niederrohrdorf, Hiltimatt","Niederrohrdorf, Hiltiberg",10
Niederweningen,Bahnhof,1
"Opfikon, Austrasse","Glattbrugg, Oberhusen",10
"Opfikon, Vreniker","Opfikon, Grossacker",4
"Ottenbach, Zentrum","Ottenbach, Hinterdorf",9
"Pfaffhausen, Müseren","Binz bei Maur, Twäracher",10
"Pfäffikon ZH, Bahnhof","Pfäffikon ZH, Hörnlistrasse",9
Pfäffikon ZH,"Pfäffikon ZH, Frohwies",6
"Rümlang, Gemeindehaus","Rümlang, Bahnhof",10
"Schlieren, Bahnhof","Schlieren, Feldstrasse",9
"Spreitenbach, IKEA","Spreitenbach, Brüel",10
"Uerzlikon, Kappelerstrasse","Uerzlikon, Dorf",5
"Uetikon am See, Rundi","Uetikon am See, Stötzli",10
"Uster, Bahnhof","Uster, Dammstrasse",7
"Waldegg, Leuen","Waldegg, Katholische Kirche",7
"Wallisellen, Haldenstrasse","Wallisellen, Guyer-Weg",7
"Wangen b D'dorf, Stierwisen","Wangen b D'dorf, Oberdorf",7
"Wettingen, Rathaus","Wettingen, Albisstrasse",8
"Wettingen, Rebstock","Wettingen, Jurastrasse",10
"Winterthur, Breite","Winterthur, Turmstrasse",8
"Winterthur, Museumstrasse/HB","Winterthur, Schmidgasse",5
"Winterthur, Neubruch","Winterthur, Brüttenerfussweg",7
"Winterthur, Wülflingen","Winterthur, Haltenreben",9
"Wohlen AG, Altersheim Bifang","Wohlen AG, Junkholzweg",8
"Wädenswil, Ceder","Wädenswil, Sonnenrainstrasse",2
"Wädenswil, Schwanen","Wädenswil, Ceder",2
"Wädenswil, Tiefenhofstrasse","Au ZH, Gwad",10
"Würenlos, Bahnhofplatz",Würenlos,3
"Zollikerberg, Hasenbart","Zürich, Trichtenhausenfussweg",10
"Zürich Enge, Bahnhof/Bederstr.","Zürich, Museum Rietberg",9
Zürich HB SZU,"Zürich, Bahnhofplatz/HB",1
Zürich Oerlikon,"Zürich Oerlikon, Bahnhof Ost",5
"Zürich, Aspholz","Zürich, Hungerbergstrasse",9
"Zürich, Eschergutweg","Zürich, Kempfhofsteig",4
"Zürich, Felsenrainstrasse","Zürich, Max-Bill-Platz",9
"Zürich, Feusisbergli","Zürich, Dunkelhölzli",9
"Zürich, Glaubtenstrasse Süd","Zürich, Einfangstrasse",10
"Zürich, Kreuzstrasse","Zürich, Kreuzplatz",8
"Zürich, Löwenplatz","Zürich, Bahnhofquai/HB",8
"Zürich, Okenstrasse","Zürich, Nürenbergstrasse",10
"Zürich, Rotbuchstrasse","Zürich, Lettenstrasse",6
"Zürich, Schulhaus Altweg","Zürich, In der Ey",8
"Zürich, Spyriplatz","Zürich, Haldenbach",7
"Zürich, Waffenplatzstrasse","Zürich, Waffenplatz-/Bederstr.",2
"Brütten, Zelgli","Brütten, Zentrum",5
Busgarage,"Wettingen, Kreuzkapelle",10
"Dübendorf, Bahnhof","Dübendorf, Im Grund",10
"Dübendorf, Branzenäsch","Dübendorf, Bettlistrasse",10
"Erlenbach ZH, Föhrenstrasse","Erlenbach ZH, Trottgatter",9
"Erlenbach ZH, Im Vogelsang",Erlenbach ZH,8
"Herrliberg, Schulhaus","Herrliberg, Tennisplätze",7
"Kilchberg ZH, Kreuzstrasse",Kilchberg,5
"Kloten, Lindenstrasse","Kloten, Kirchgasse",5
"Küsnacht ZH, Bergstrasse","Küsnacht ZH, Hallenbad",8
"Meilen, Halten","Meilen, Schulhaus Obermeilen",8
"Meilen, In der Au","Meilen, Zur Au",6
"Niederrohrdorf, Oberdorf","Oberrohrdorf, Staretschwil",9
"Niederrohrdorf,Gemeindezentrum","Niederrohrdorf, Welschland",9
"Pfäffikon ZH, Grundstrasse","Pfäffikon ZH, Rainstrasse",4
"Regensdorf, Altersheim","Regensdorf, Althard",10
"Russikon, Kirche","Russikon, Platte",10
"Thalwil, Alterszentrum","Thalwil, Gewerbestrasse",8
"Thalwil, In Reben","Thalwil, Platte",5
"Volketswil, Zentrum","Volketswil, Hegnau",9
"Volketswil, Zimikon","Volketswil, In der Höh",6
"Wallisellen, Zielacker","Wallisellen, Schulhaus Bürgli",9
"Waltenschwil, Hofmatten","Waltenschwil, Zentrum",3
"Wettingen, Bushof","Wettingen, Sonne",9
"Winterthur, Hardau","Winterthur, Schulhaus Wyden",7
"Winterthur, Hauptbahnhof","Winterthur, Tellstrasse",10
"Wohlen AG, Turmstrasse","Wohlen AG, Rummelring",10
Zentrumsplatz,"Wettingen, Zentrumsplatz",0
"Zollikon, Felbenstrasse","Zollikon, Bahnübergang",8
"Zumikon, Dorfzentrum","Zumikon, Waltikon",10
Zürich Central (Polybahn),Zürich Polyterrasse,4
Zürich Leimbach,"Zürich, Manegg",10
Zürich Wollishofen,"Zürich, Besenrainstrasse",10
"Zürich, Bad Allenmoos","Zürich, Regensbergbrücke",7
"Zürich, Bahnhofplatz/HB","Zürich, Bahnhofstrasse/HB",3
"Zürich, Hohenklingensteig","Zürich, Winzerhalde",8
"Zürich, Kappeli","Zürich, Letzipark West",4
"Zürich, Lerchenrain","Zürich, Schumacherweg",10
"Zürich, Neuaffoltern","Zürich, Maienweg",10
"Zürich, Waffenplatzstrasse","Zürich Enge, Bahnhof/Bederstr.",10
"Bremgarten AG, Waage","Bremgarten AG, Obertorplatz",9
"Bülach, Gewerbehaus","Bülach, Untertor",8
"Bülach, Soliboden","Bülach, Soligänter",6
"Dübendorf, Post","Dübendorf, City Center",2
"Dübendorf, Raubbühl","Dübendorf, Bauhof",8
"Embrach, Zürcherstrasse","Embrach, Gemeindehaus",8
"Fahrweid, Brunaustrasse","Geroldswil, Grindlen",9
"Glattpark, Lindberghplatz",Opfikon,10
"Herrliberg, Schulhaus","Herrliberg, Gartenstrasse",7
"Horgen, Käpfnach","Horgen, Glärnischhof",10
"Kilchberg ZH, Schlimbergstr.",Kilchberg ZH,8
"Kloten, Rankstrasse","Kloten, Säntisstrasse",2
"Meilen, Parkresidenz",Meilen Autoquai,5
"Meilen, Zur Au","Meilen, Aebleten",10
Museumstrasse/HB,"Winterthur, Museumstrasse/HB",0
Männedorf,"Männedorf, Dammstrasse",3
Niederglatt,"Niederglatt ZH, Zentrum",8
Post,"Hausen am Albis, Post",0
"Schlieren, Bahnhof Nord","Schlieren, Rütistrasse",7
Sihlau,"Adliswil, Wanneten-/Haldenstr.",8
"Stäfa, Kniebreche","Stäfa, Schützenhaus Wanne",8
"Thalwil, Archstrasse",Thalwil,5
"Waldegg, Post","Uitikon Waldegg, Bahnhof",7
"Wallisellen, Glatt (Bus)",Glatt (Bus),0
"Wädenswil, Büelen","Wädenswil, Hallenbad/Frohmatt",8
"Wädenswil, Ceder",Wädenswil (See),7
"Wädenswil, Tiefenhof","Wädenswil, Tiefenhofweiher",4
Zürich Landesmuseum (See),Zürich Polyterrasse,9
"Zürich, Grimselstrasse","Zürich, Kappeli",10
"Zürich, Hagenholz","Zürich, Leutschenpark",5
"Zürich, Helvetiaplatz","Zürich, Stauffacher",9
"Zürich, Hottingerplatz","Zürich, Englischviertelstrasse",9
"Zürich, Hungerbergstrasse","Zürich, Holzerhurd",10
"Zürich, In der Ey","Zürich, Goldackerweg",9
"Zürich, Letzigrund","Zürich, Altes Krematorium",10
"Zürich, Loogarten","Zürich, Am Suteracher",6
"Zürich, Maillartstrasse","Zürich, Birchstrasse",10
"Zürich, Nordheimstrasse","Zürich, Birchdörfli",9
"Zürich, Seidelhof","Zürich Altstetten, Bahnhof",8
"Zürich, Singlistrasse","Zürich, Friedhof Hönggerberg",9
"Zürich, Waserstrasse","Zürich, Drusbergstrasse",10
"Zürich, Widmerstrasse","Zürich, Seerose",10
"Adliswil, Rifertstrasse","Adliswil, Rütistrasse/Wacht",7
"Bonstetten, Isenbach","Bonstetten, Dorfplatz",6
Bremgarten,Bibenlos-Sonnenhof,8
"Dielsdorf, Bahnhof",Dielsdorf,2
"Dietikon, Dörfli","Dietikon, Hofacker",9
"Dietikon, Marmori-Weiher",Bergfrieden,8
"Dietikon, Oetwilerstrasse","Dietikon, Stelzenacker",10
"Dübendorf, Stadthaus","Dübendorf, Zelglistrasse",8
"Erlenbach ZH, Bahnhof","Erlenbach ZH, Alterswohnheim",7
Horgen (See),"Horgen, Gumelenstrasse",9
"Horgen, Heubach","Horgen, Bergli",10
"Horgen, Schärbächli/Fähre","Horgen, Schinzenhof",9
"Horgen, untere Mühle","Horgen, Schinzenhof",4
"Männedorf, Kirchweg","Männedorf, Asylstrasse",10
"Opfikon, Schwimmbad","Opfikon, Bubenholz",5
"Regensdorf, Zentrum","Regensdorf, Holenbach",9
"Rümlang, Hörnlistrasse","Rümlang, Chilestieg",9
"Stadel b. N., Zentrum","Stadel b. N., Musterplatz",8
"Stäfa, Echtlenbach","Stäfa, Binz",9
"Thalwil, Alterszentrum","Thalwil, Aubrigstrasse",6
"Thalwil, Schützenhaus","Thalwil, Mühlebachplatz",9
"Thalwil, Zehntenstrasse","Thalwil, In Reben",6
"Unterengstringen, Eckstein","Unterengstringen, Langacher",8
"Uster, Krämeracker","Uster, Gschwaderstrasse",8
"Uster, Seeweg","Uster, Pfannenstielstrasse",8
"Uster, Stadthaus","Uster, Stadtpark",6
"Volketswil, Dorf","Volketswil, Giessen",5
"Wallisellen, Ifang","Wallisellen, Riedenerstrasse",6
"Watt, Haldensteig","Adlikon b. R., Pächterried",8
"Wettingen, St. Sebastian",Zentrumsplatz,6
Wettingen,"Wettingen, Stadion",9
"Wettswil a.A., Rehweid","Wettswil a.A., Langächer",3
"Winterthur, Hauptbahnhof","Winterthur, Archstrasse/HB",4
"Winterthur, Tössfeld","Winterthur, Schöntal",10
"Wohlen AG, Rebbergstrasse","Wohlen AG, Gerstmatt",9
"Wädenswil, Neudorf","Wädenswil, Glärnisch",5
"Wädenswil, Neudorf","Wädenswil, Hallenbad/Frohmatt",9
"Wädenswil, Neudorf","Wädenswil, Krähbach",3
"Würenlos, Bahnhof",Würenlos,3
"Würenlos, Limmatbrücke","Würenlos, Steigass",9
"Zürich, Bachmattstrasse","Zürich, Bristenstrasse",7
"Zürich, Bahnhofquai/HB",Zürich Landesmuseum (See),4
"Zürich, ETH/Universitätsspital",Zürich Polyterrasse,3
"Zürich, Friedhof Hönggerberg","Zürich, Michelstrasse",7
"Zürich, Heerenwiesen","Zürich, Luegisland",9
"Zürich, Laubegg","Zürich, Räffelstrasse",10
"Zürich, Laubegg","Zürich, Uetlihof",7
"Zürich, Oberwiesenstrasse","Zürich, Birchdörfli",8
"Zürich, Stockerstrasse","Zürich Selnau, Bahnhof",9
"Zürich, Stockerstrasse","Zürich, Sihlstrasse",10
"Zürich, Vulkanstrasse","Zürich, Seidelhof",6
"Au ZH, Alte Landstrasse","Au ZH, Unter Ort",6
"Bachs, Neu-Bachs","Bachs, Milchhütte",6
"Breite b. N'dorf,Grünenwaldstr","Breite b. N'dorf, W'thurerstr.",1
"Dietikon, Hagackerstrasse","Dietikon, Silbern",6
"Dübendorf, Kirche Wil","Dübendorf, Alterszentrum",5
"Dübendorf, Schossacher","Dübendorf, Bauhof",9
"Dübendorf, Stadthaus","Dübendorf, Meiershofstrasse",10
"Effretikon, Vogelbuckstrasse","Effretikon, Langhag",8
"Greifensee, Städtli",Greifensee (See),6
Hardstrasse,Tägi,5
"Herrliberg-Feldmeilen, Bahnhof",Herrliberg-Feldmeilen,2
"Horgen, Spital","Horgen, Säntisstrasse",5
"Kloten, Lindenstrasse","Kloten, Säntisstrasse",5
"Kloten, Lägernstrasse","Kloten, Schluefweg",8
"Küsnacht ZH, Gartenstrasse",Küsnacht ZH Heslibach,9
"Küsnacht ZH, Oberfeld","Küsnacht ZH, Gartenstrasse",5
"Lindau, Dorf","Lindau, Nürensdorferstrasse",2
"Oberhasli, Moosacker","Oberhasli, Hasliberg",8
"Opfikon, Aublick","Opfikon, Fernsicht",8
"Pfäffikon ZH, Rainstrasse","Pfäffikon ZH, Güchweg",6
